T14,Gross value added by kind of economic activity,,,,,
Region/Country/Area,,Year,Series,Value,Footnotes,Source
28,Antigua and Barbuda,2005,Industry (% of gross value added),16.5,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
28,Antigua and Barbuda,2010,Industry (% of gross value added),18.3,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
28,Antigua and Barbuda,2015,Industry (% of gross value added),18.7,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
28,Antigua and Barbuda,2019,Industry (% of gross value added),23.6,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
28,Antigua and Barbuda,2020,Industry (% of gross value added),23.8,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
28,Antigua and Barbuda,2021,Industry (% of gross value added),24.5,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
28,Antigua and Barbuda,1995,Services (% of gross value added),83.7,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
28,Antigua and Barbuda,2005,Services (% of gross value added),81.5,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
28,Antigua and Barbuda,2010,Services (% of gross value added),79.9,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
28,Antigua and Barbuda,2015,Services (% of gross value added),79.5,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
28,Antigua and Barbuda,2019,Services (% of gross value added),74.5,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
28,Antigua and Barbuda,2020,Services (% of gross value added),73.7,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
28,Antigua and Barbuda,2021,Services (% of gross value added),72.9,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
32,Argentina,1995,"Agriculture, hunting, forestry and fishing (% of gross value added)",5.3,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
32,Argentina,2005,"Agriculture, hunting, forestry and fishing (% of gross value added)",9.3,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
32,Argentina,2010,"Agriculture, hunting, forestry and fishing (% of gross value added)",8.5,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
32,Argentina,2015,"Agriculture, hunting, forestry and fishing (% of gross value added)",6.1,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
32,Argentina,2019,"Agriculture, hunting, forestry and fishing (% of gross value added)",7.3,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
32,Argentina,2020,"Agriculture, hunting, forestry and fishing (% of gross value added)",8.2,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
32,Argentina,2021,"Agriculture, hunting, forestry and fishing (% of gross value added)",7.2,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
32,Argentina,1995,Industry (% of gross value added),26.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
32,Argentina,2005,Industry (% of gross value added),33.7,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
32,Argentina,2010,Industry (% of gross value added),30.1,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
32,Argentina,2015,Industry (% of gross value added),27.5,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
32,Argentina,2019,Industry (% of gross value added),27.9,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
32,Argentina,2020,Industry (% of gross value added),26.9,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
32,Argentina,2021,Industry (% of gross value added),27.4,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
32,Argentina,1995,Services (% of gross value added),68.7,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
32,Argentina,2005,Services (% of gross value added),57.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
32,Argentina,2010,Services (% of gross value added),61.4,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
32,Argentina,2015,Services (% of gross value added),66.3,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
32,Argentina,2019,Services (% of gross value added),64.8,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
32,Argentina,2020,Services (% of gross value added),65.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
32,Argentina,2021,Services (% of gross value added),65.4,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
51,Armenia,1995,"Agriculture, hunting, forestry and fishing (% of gross value added)",40.3,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
51,Armenia,2005,"Agriculture, hunting, forestry and fishing (% of gross value added)",19.9,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
51,Armenia,2010,"Agriculture, hunting, forestry and fishing (% of gross value added)",17.8,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
51,Armenia,2015,"Agriculture, hunting, forestry and fishing (% of gross value added)",18.9,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
51,Armenia,2019,"Agriculture, hunting, forestry and fishing (% of gross value added)",12.7,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
51,Armenia,2020,"Agriculture, hunting, forestry and fishing (% of gross value added)",12.4,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
51,Armenia,2021,"Agriculture, hunting, forestry and fishing (% of gross value added)",12.5,Data classified according to ISIC Rev. 4.;Excludes irrigation canals and landscaping care.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
